00120,909.770,26.160,18.980,30.900,16.800,1648363753.0,1/1,7,1100.709,4748.046,800.1000
00125,909.750,26.320,18.880,30.400,16.900,1648363758.0,1/1,7,1100.705,4748.051,838.4000
00130,909.720,26.360,18.790,30.000,16.900,1648363763.0,1/1,7,1100.702,4748.054,858.9000
00135,909.740,26.370,18.810,29.900,17.000,1648363768.0,1/1,7,1100.701,4748.056,877.1000
00140,909.800,26.570,18.920,29.800,17.100,1648363773.0,1/1,7,1100.700,4748.058,886.7000
00145,909.750,26.510,18.980,29.900,16.900,1648363778.0,1/1,7,1100.698,4748.059,898.6000
00150,909.770,26.430,19.040,30.100,16.600,1648363783.0,1/1,7,1100.698,4748.059,899.9000
00155,909.770,26.460,19.050,30.500,16.500,1648363788.0,1/1,7,1100.698,4748.060,900.1000
00160,909.830,26.740,18.940,30.800,16.400,1648363793.0,1/1,7,1100.698,4748.060,900.2000
00165,909.850,27.840,18.670,31.100,16.200,1648363798.0,1/1,7,1100.697,4748.060,900.4000
00170,909.800,28.440,18.790,32.600,16.200,1648363803.0,1/1,8,1100.697,4748.060,900.5000
00175,909.810,28.010,18.870,33.600,16.100,1648363808.0,1/1,8,1100.696,4748.061,900.7000
00180,909.840,27.990,18.870,3293.700,7.900,1648363813.0,1/1,8,1100.696,4748.061,900.9000
00185,909.840,27.790,18.780,33.900,15.300,1648363818.0,1/1,8,1100.696,4748.061,901.1000
00190,909.870,27.360,18.760,34.100,15.100,1648363823.0,1/1,8,1100.695,4748.061,901.3000
00195,909.860,27.350,18.840,34.200,15.100,1648363828.0,1/1,8,1100.695,4748.061,901.4000
00200,909.880,26.960,18.550,34.200,15.000,1648363833.0,1/1,8,1100.695,4748.061,901.6000
00205,909.870,26.930,18.550,35.400,14.900,1648363838.0,1/1,8,1100.695,4748.061,901.7000
00210,909.880,26.770,18.540,36.600,14.800,1648363843.0,1/1,8,1100.694,4748.061,901.9000
00215,909.860,26.640,18.620,36.200,14.700,1648363848.0,1/1,8,1100.694,4748.062,902.0000
00220,909.810,26.550,18.690,35.200,14.700,1648363853.0,1/1,8,1100.694,4748.062,902.2000
00225,909.850,26.890,18.660,34.600,14.500,1648363858.0,1/1,8,1100.694,4748.062,902.4000
00230,909.860,27.620,18.540,34.700,14.400,1648363863.0,1/1,8,1100.694,4748.062,902.5000
00235,909.870,27.870,18.640,3294.500,7.200,1648363868.0,1/1,8,1100.693,4748.062,904.6000
00240,909.830,27.570,18.630,35.900,14.300,1648363873.0,1/1,8,1100.692,4748.063,919.4000
00245,909.800,27.320,18.670,36.000,14.000,1648363878.0,1/1,8,1100.691,4748.063,929.7000
00250,909.820,27.400,18.710,36.100,13.900,1648363883.0,1/1,8,1100.691,4748.063,931.3000
00255,909.840,27.660,18.730,36.200,13.700,1648363888.0,1/1,8,1100.690,4748.064,935.2000
00260,909.880,27.560,18.620,36.600,13.600,1648363893.0,1/1,8,1100.689,4748.063,940.3000
00265,909.810,27.470,18.420,37.200,13.500,1648363898.0,1/1,8,1100.688,4748.063,942.8000
00270,909.830,27.080,18.510,38.100,13.400,1648363903.0,1/1,8,1100.687,4748.063,946.0000
00275,909.840,27.030,18.490,37.600,13.200,1648363908.0,1/1,8,1100.687,4748.063,946.1000
00280,909.830,27.010,18.540,37.500,12.800,1648363913.0,1/1,8,1100.687,4748.063,946.2000
00285,909.860,27.070,18.540,37.700,12.800,1648363918.0,1/2,8,1100.687,4748.063,947.8000
00290,909.860,27.230,18.600,37.900,12.600,1648363923.0,1/2,8,1100.687,4748.062,950.7000
00295,909.880,27.440,18.610,38.300,12.600,1648363928.0,1/2,8,1100.687,4748.062,953.1000
00300,909.850,27.530,18.640,38.300,12.500,1648363933.0,1/2,8,1100.687,4748.061,955.4000
00305,909.890,27.470,18.600,38.400,12.300,1648363938.0,1/2,8,1100.686,4748.060,957.5000
00310,909.890,27.270,18.610,39.100,12.100,1648363943.0,1/2,8,1100.686,4748.060,959.2000
00315,909.900,27.130,18.640,39.600,12.000,1648363948.0,1/2,8,1100.686,4748.059,960.5000
00320,909.860,27.400,18.650,40.000,12.000,1648363953.0,1/2,8,1100.686,4748.059,961.4000
00325,909.850,27.510,18.690,40.500,12.000,1648363958.0,1/2,8,1100.686,4748.058,962.4000
00330,909.890,27.330,18.630,40.600,12.000,1648363963.0,1/2,8,1100.686,4748.058,962.5000
00335,909.900,27.470,18.590,40.600,12.000,1648363968.0,1/2,8,1100.686,4748.059,962.5000
00340,909.930,27.820,18.580,41.100,12.000,1648363973.0,1/2,8,1100.686,4748.059,962.6000
00345,909.910,27.680,18.650,41.600,11.900,1648363978.0,1/2,8,1100.685,4748.059,962.6000
00350,909.880,27.570,18.700,41.700,11.900,1648363983.0,1/2,8,1100.685,4748.059,962.7000
00355,909.880,27.490,18.690,41.700,11.700,1648363988.0,1/2,8,1100.685,4748.059,962.7000
00360,909.880,27.260,18.670,41.500,11.600,1648363993.0,1/2,8,1100.685,4748.058,962.8000
00365,909.840,27.350,18.710,41.500,11.500,1648363998.0,1/2,8,1100.685,4748.059,962.8000
00370,909.840,27.490,18.750,41.700,11.400,1648364003.0,1/2,8,1100.685,4748.058,962.8000
00375,909.890,27.160,18.720,42.100,11.400,1648364008.0,1/2,8,1100.685,4748.058,962.9000
00380,909.860,27.330,18.720,42.000,11.200,1648364013.0,1/2,8,1100.685,4748.058,962.9000
00385,909.820,27.140,18.780,42.000,11.100,1648364018.0,1/2,8,1100.685,4748.058,963.0000
00390,909.860,26.990,18.800,42.100,11.000,1648364023.0,1/2,8,1100.685,4748.059,963.0000
00395,909.870,26.830,18.870,42.300,11.000,1648364028.0,1/2,8,1100.685,4748.059,963.0000
00400,909.860,26.720,18.860,42.300,11.000,1648364033.0,1/2,8,1100.685,4748.059,963.1000
00405,909.890,26.660,18.930,42.500,10.900,1648364038.0,1/2,8,1100.685,4748.059,963.2000
00410,909.880,26.230,18.860,42.600,10.900,1648364043.0,1/2,8,1100.685,4748.059,963.3000
00415,909.880,26.000,18.800,42.400,10.800,1648364048.0,1/2,8,1100.685,4748.059,963.4000
00420,909.860,26.070,18.830,42.100,10.700,1648364053.0,1/2,8,1100.685,4748.059,963.5000
00425,909.810,26.370,18.640,42.000,10.700,1648364058.0,1/2,8,1100.685,4748.060,963.6000
00430,909.800,26.620,18.670,42.500,10.700,1648364063.0,1/2,8,1100.685,4748.059,964.0000
00435,909.820,27.630,18.610,42.800,10.700,1648364068.0,1/2,8,1100.685,4748.058,964.4000
00440,909.830,27.930,18.620,43.200,10.700,1648364073.0,1/2,8,1100.685,4748.058,964.5000
00445,909.770,28.050,18.560,43.300,10.600,1648364078.0,1/2,8,1100.685,4748.058,964.6000
00450,909.790,27.160,18.350,43.400,10.600,1648364083.0,1/2,8,1100.685,4748.058,964.6000
00455,909.890,27.950,18.160,--.---,--.---,1648364088.0,1/2,8,1100.685,4748.058,964.6000
00460,909.830,28.130,17.970,44.500,10.300,1648364093.0,1/2,8,1100.685,4748.058,964.6000
00465,909.830,28.000,17.890,45.100,10.400,1648364098.0,1/2,8,1100.685,4748.058,964.7000
00470,909.850,28.540,17.930,45.800,10.300,1648364103.0,1/2,8,1100.685,4748.058,964.7000
00475,909.850,28.460,17.940,45.300,10.300,1648364108.0,1/2,8,1100.685,4748.058,964.7000
00480,909.880,27.970,17.870,44.900,10.300,1648364113.0,1/2,8,1100.685,4748.058,964.7000
00485,909.880,27.830,17.970,44.500,10.300,1648364118.0,1/2,8,1100.685,4748.058,964.7000
00490,909.840,28.190,17.800,44.200,10.300,1648364123.0,1/2,8,1100.685,4748.058,964.7000
00495,909.830,28.320,17.810,44.500,10.300,1648364128.0,1/2,8,1100.685,4748.058,964.7000
00500,909.840,28.590,17.840,44.500,10.300,1648364133.0,1/2,8,1100.685,4748.058,964.7000
00505,909.840,29.340,17.840,45.200,10.300,1648364138.0,1/2,8,1100.685,4748.058,964.7000
00510,909.840,29.420,17.830,45.900,10.300,1648364143.0,1/2,8,1100.685,4748.058,964.7000
00515,909.810,29.520,17.770,46.000,10.300,1648364148.0,1/2,8,1100.685,4748.058,964.7000
00520,909.790,29.810,17.760,45.300,10.200,1648364153.0,1/2,8,1100.685,4748.058,964.7000
00525,909.820,29.400,17.760,44.700,10.100,1648364158.0,1/2,7,1100.685,4748.058,964.7000
00530,909.790,28.960,17.750,44.200,10.100,1648364163.0,1/2,8,1100.685,4748.058,964.8000
00535,909.750,28.500,17.630,44.400,10.200,1648364168.0,1/2,8,1100.685,4748.058,964.8000
00540,909.860,28.020,17.390,44.800,10.200,1648364173.0,1/2,8,1100.685,4748.058,964.8000
00545,909.860,27.970,17.730,44.500,10.300,1648364178.0,1/2,8,1100.685,4748.058,964.8000
00550,909.850,28.370,17.580,44.500,10.400,1648364183.0,1/2,8,1100.685,4748.058,964.8000
00555,909.900,28.590,17.550,44.800,10.500,1648364188.0,1/2,8,1100.685,4748.058,964.8000
00560,909.770,28.750,17.550,45.200,10.500,1648364193.0,1/2,8,1100.685,4748.058,964.8000
00565,909.770,28.740,17.550,44.800,10.600,1648364198.0,1/2,8,1100.685,4748.058,964.8000
00570,909.770,28.830,17.580,44.300,10.700,1648364203.0,1/2,8,1100.685,4748.058,964.8000
00575,909.700,28.980,17.580,44.000,10.600,1648364208.0,1/2,8,1100.685,4748.058,964.8000
00580,909.680,29.180,17.600,43.600,10.600,1648364213.0,1/2,8,1100.685,4748.058,964.8000
00585,909.730,29.320,17.630,43.400,10.600,1648364218.0,1/2,8,1100.685,4748.058,964.8000
00590,909.700,29.490,17.660,43.200,10.300,1648364223.0,1/2,8,1100.685,4748.058,964.8000
00595,909.710,29.580,17.690,43.100,10.300,1648364228.0,1/2,8,1100.685,4748.058,964.8000
00600,909.710,29.730,17.720,43.100,10.300,1648364233.0,1/2,8,1100.685,4748.058,964.8000
00605,909.720,29.780,17.740,43.700,10.400,1648364238.0,1/2,8,1100.685,4748.058,964.8000
00610,909.740,29.880,17.780,43.600,10.500,1648364243.0,1/2,8,1100.685,4748.058,964.8000
00615,909.690,29.940,17.810,43.300,10.600,1648364248.0,1/2,8,1100.685,4748.058,964.8000
00620,909.760,30.020,17.850,43.000,10.600,1648364253.0,1/2,8,1100.685,4748.058,964.8000
00625,909.730,30.040,17.870,42.700,10.700,1648364258.0,1/2,8,1100.685,4748.058,964.8000
00630,909.750,30.000,17.900,42.800,10.700,1648364263.0,1/2,8,1100.685,4748.058,964.8000
00635,909.760,29.980,17.930,42.700,10.900,1648364268.0,1/2,8,1100.685,4748.058,964.8000
00640,909.730,29.980,17.950,42.600,11.100,1648364273.0,1/2,8,1100.685,4748.058,964.8000
00645,909.720,30.090,17.980,42.200,11.400,1648364278.0,1/2,8,1100.685,4748.058,964.8000
00650,909.690,30.270,18.010,41.600,11.300,1648364283.0,1/2,8,1100.685,4748.058,964.8000
00655,909.710,30.370,18.040,41.500,11.200,1648364288.0,1/2,8,1100.685,4748.058,964.8000
00660,909.740,30.430,18.070,41.300,11.200,1648364293.0,1/2,8,1100.686,4748.058,964.8000
00665,909.720,30.520,18.080,41.200,11.300,1648364298.0,1/2,8,1100.686,4748.058,964.8000
00670,909.700,30.530,18.110,41.300,11.200,1648364303.0,1/2,8,1100.687,4748.058,964.8000
00675,909.680,30.520,18.130,41.600,11.200,1648364308.0,1/2,8,1100.687,4748.059,964.8000
00680,909.750,30.490,18.170,41.900,11.100,1648364313.0,1/2,8,1100.688,4748.059,964.8000
00685,909.690,30.590,18.190,42.100,11.100,1648364318.0,1/2,8,1100.688,4748.059,964.8000
00690,909.690,30.630,18.220,42.200,11.000,1648364323.0,1/2,8,1100.688,4748.060,964.8000
00695,909.750,30.560,18.250,42.600,10.900,1648364328.0,1/2,8,1100.687,4748.060,964.8000
00700,909.760,30.640,18.270,42.900,10.800,1648364333.0,1/2,8,1100.687,4748.060,964.7000
00705,909.780,30.630,18.300,43.200,10.700,1648364338.0,1/2,8,1100.687,4748.060,964.7000
00710,909.790,30.640,18.310,43.400,10.700,1648364343.0,1/2,7,1100.688,4748.060,964.7000
00715,909.790,30.610,18.340,43.500,10.600,1648364348.0,1/2,6,1100.688,4748.060,964.7000
00720,909.790,30.640,18.370,43.500,10.500,1648364353.0,1/2,4,1100.689,4748.060,964.7000
00725,909.800,30.570,18.390,43.500,10.500,1648364358.0,1/2,4,1100.689,4748.060,964.7000
00730,909.820,30.700,18.420,43.400,10.700,1648364363.0,1/2,5,1100.689,4748.059,964.7000
00735,909.840,30.840,18.460,43.700,11.000,1648364368.0,1/2,6,1100.689,4748.059,964.7000
00740,909.880,30.690,18.480,44.100,10.900,1648364373.0,1/2,7,1100.690,4748.059,964.7000
00745,909.910,30.520,18.510,45.600,10.900,1648364378.0,1/2,8,1100.695,4748.063,964.7000
00750,909.870,30.770,18.540,46.000,10.800,1648364383.0,1/2,7,1100.699,4748.064,964.7000
00755,909.890,30.760,18.570,45.800,10.600,1648364388.0,1/2,8,1100.701,4748.065,964.6000
00760,909.890,30.770,18.590,45.700,10.400,1648364393.0,1/2,8,1100.703,4748.066,964.6000
00765,909.910,30.840,18.610,45.700,10.300,1648364398.0,1/2,7,1100.704,4748.065,964.7000
00770,909.920,30.900,18.640,45.700,10.200,1648364403.0,1/2,7,1100.704,4748.065,964.8000
00775,909.890,30.900,18.650,45.700,10.100,1648364408.0,1/2,7,1100.704,4748.064,964.9000
00780,909.900,30.890,18.680,46.200,10.100,1648364413.0,1/2,7,1100.705,4748.064,964.9000
00785,909.860,30.860,18.690,46.400,10.200,1648364418.0,1/2,7,1100.706,4748.064,964.9000
00790,909.880,30.890,18.710,46.400,10.100,1648364423.0,1/2,7,1100.706,4748.065,964.9000
00795,909.910,30.860,18.740,47.200,10.100,1648364428.0,1/2,7,1100.707,4748.065,964.9000
00800,909.860,30.850,18.750,48.200,10.000,1648364433.0,1/2,7,1100.707,4748.065,964.9000
00805,909.890,30.860,18.770,49.100,9.700,1648364438.0,1/2,7,1100.706,4748.064,965.0000
00810,909.870,30.880,18.790,48.700,9.600,1648364443.0,1/2,7,1100.706,4748.064,965.0000
00815,909.900,30.920,18.820,48.900,9.500,1648364448.0,1/2,7,1100.706,4748.064,965.0000
00820,909.910,31.010,18.840,49.300,9.400,1648364453.0,1/2,7,1100.705,4748.063,965.1000
00825,909.900,31.090,18.860,50.400,9.300,1648364458.0,1/2,7,1100.705,4748.063,965.1000
00830,909.880,31.170,18.870,51.600,9.200,1648364463.0,1/2,7,1100.705,4748.063,965.2000
00835,909.920,31.200,18.900,51.700,9.200,1648364468.0,1/2,7,1100.705,4748.063,965.3000
00840,909.880,31.180,18.910,51.500,9.200,1648364473.0,1/2,7,1100.705,4748.063,965.3000
00845,909.910,31.170,18.930,51.600,9.200,1648364478.0,1/2,7,1100.704,4748.063,965.4000
00850,909.910,31.150,18.940,52.100,9.200,1648364483.0,1/2,7,1100.704,4748.062,965.5000
00855,909.930,31.150,18.970,52.400,9.200,1648364488.0,1/2,7,1100.703,4748.062,965.5000
00860,909.960,31.390,18.980,52.100,9.200,1648364493.0,1/2,7,1100.703,4748.062,965.6000
00865,909.910,31.230,18.990,51.700,9.200,1648364498.0,1/2,7,1100.703,4748.062,965.7000
00870,909.950,31.270,19.010,51.900,9.200,1648364503.0,1/2,7,1100.703,4748.062,965.7000
00875,909.910,31.240,19.030,51.900,9.100,1648364508.0,1/2,7,1100.702,4748.061,965.8000
00880,909.910,31.230,19.050,51.100,9.100,1648364513.0,1/2,7,1100.702,4748.061,965.9000
00885,909.970,31.190,19.060,50.400,9.000,1648364518.0,1/2,7,1100.702,4748.060,966.0000
00890,909.920,31.180,19.080,49.800,9.000,1648364523.0,1/2,7,1100.702,4748.060,966.1000
00895,909.900,31.180,19.090,49.500,8.900,1648364528.0,1/2,7,1100.702,4748.059,966.2000
00900,909.930,31.200,19.100,49.600,8.900,1648364533.0,1/2,7,1100.702,4748.059,966.3000
00905,909.900,31.160,19.130,49.600,8.900,1648364538.0,1/2,7,1100.702,4748.059,966.3000
00910,909.900,31.160,19.150,49.000,8.800,1648364543.0,1/2,7,1100.702,4748.059,966.4000
00915,909.910,31.130,19.160,49.100,8.700,1648364548.0,1/2,7,1100.702,4748.059,966.5000
00920,909.920,31.120,19.180,49.400,8.700,1648364553.0,1/2,7,1100.702,4748.059,966.6000
00925,909.920,30.940,19.200,49.300,8.700,1648364558.0,1/2,7,1100.702,4748.059,966.6000
00930,909.920,31.110,19.220,49.200,8.700,1648364563.0,1/2,7,1100.702,4748.059,966.7000
00935,909.870,31.090,19.230,49.300,8.600,1648364568.0,1/2,7,1100.702,4748.059,966.7000
00940,909.890,31.090,19.250,49.700,8.600,1648364573.0,1/2,7,1100.702,4748.059,966.8000
00945,909.900,31.170,19.270,50.600,8.400,1648364578.0,1/2,7,1100.702,4748.058,966.8000
00950,909.900,31.260,19.270,51.600,8.400,1648364583.0,1/2,7,1100.702,4748.058,966.9000
00955,909.890,31.390,19.300,53.000,8.400,1648364588.0,1/2,7,1100.702,4748.058,967.0000
00960,909.900,31.370,19.320,53.400,8.300,1648364593.0,1/2,7,1100.702,4748.058,967.0000
00965,909.900,31.300,19.330,53.600,8.300,1648364598.0,1/2,7,1100.701,4748.057,967.1000
00970,909.910,31.250,19.350,53.500,8.300,1648364603.0,1/2,7,1100.700,4748.057,967.2000
00975,909.900,31.220,19.370,53.500,8.300,1648364608.0,1/2,7,1100.699,4748.057,967.2000
00980,909.880,31.230,19.380,53.400,8.300,1648364613.0,1/2,7,1100.697,4748.057,967.4000
00985,909.870,31.270,19.410,53.000,8.300,1648364618.0,1/2,7,1100.696,4748.057,967.4000
00990,909.870,31.280,19.410,52.900,8.200,1648364623.0,1/2,7,1100.696,4748.057,967.5000
00995,909.890,31.450,19.430,53.400,8.200,1648364628.0,1/2,7,1100.696,4748.057,967.6000
01000,909.890,31.470,19.450,53.400,8.100,1648364633.0,1/2,7,1100.696,4748.057,967.7000
01005,909.900,31.430,19.480,53.500,8.100,1648364638.0,1/2,7,1100.695,4748.056,967.7000
01010,909.930,31.480,19.500,53.900,8.100,1648364643.0,1/2,7,1100.695,4748.056,967.8000
01015,909.890,31.500,19.520,54.100,8.100,1648364648.0,1/2,7,1100.695,4748.056,967.9000
01020,909.940,31.370,19.540,53.600,8.100,1648364653.0,1/2,7,1100.694,4748.056,967.9000
01025,909.850,31.290,19.560,53.300,8.100,1648364658.0,1/2,7,1100.694,4748.056,968.0000
01030,909.890,31.250,19.580,52.900,8.200,1648364663.0,1/2,7,1100.693,4748.055,968.0000
01035,909.930,30.900,19.600,52.400,8.200,1648364668.0,1/2,7,1100.693,4748.055,968.1000
01040,909.840,31.260,19.610,52.400,8.100,1648364673.0,1/2,7,1100.693,4748.054,968.1000
01045,909.870,31.500,19.630,52.700,8.000,1648364678.0,1/2,7,1100.693,4748.054,968.2000
01050,909.920,31.540,19.650,53.100,7.900,1648364683.0,1/2,7,1100.692,4748.053,968.2000
01055,909.870,31.460,19.670,53.700,7.900,1648364688.0,1/2,7,1100.692,4748.053,968.3000
01060,909.880,31.320,19.680,53.600,7.800,1648364693.0,1/2,7,1100.693,4748.052,968.4000
01065,909.920,31.340,19.700,53.400,7.800,1648364698.0,1/2,7,1100.693,4748.051,968.4000
01070,909.890,31.390,19.730,53.400,7.900,1648364703.0,1/2,6,1100.694,4748.051,968.5000
01075,909.850,31.390,19.740,53.300,7.800,1648364708.0,1/2,5,1100.694,4748.051,968.6000
01080,909.910,31.280,19.770,52.800,7.800,1648364713.0,1/2,5,1100.700,4748.056,968.7000
01085,909.910,31.260,19.780,52.400,7.800,1648364718.0,1/2,6,1100.703,4748.058,968.7000
01090,909.860,31.310,19.800,52.600,7.800,1648364723.0,1/2,6,1100.704,4748.060,968.9000
01095,909.870,31.300,19.840,53.000,7.800,1648364728.0,1/2,6,1100.704,4748.061,969.0000
01100,909.880,31.170,19.870,53.900,7.800,1648364733.0,1/2,6,1100.705,4748.061,969.0000
01105,909.910,31.100,19.880,54.000,7.900,1648364738.0,1/2,6,1100.705,4748.061,969.0000
01110,909.880,31.060,19.900,53.500,7.800,1648364743.0,1/2,6,1100.705,4748.060,969.0000
01115,909.900,31.040,19.930,53.500,7.800,1648364748.0,1/2,6,1100.706,4748.059,969.0000
01120,909.910,31.020,19.960,53.700,7.800,1648364753.0,1/2,6,1100.706,4748.059,969.0000
01125,909.850,31.030,19.970,54.100,7.800,1648364758.0,1/2,6,1100.706,4748.059,969.0000
01130,909.910,31.050,19.990,54.000,7.800,1648364763.0,1/2,6,1100.706,4748.059,969.0000
01135,909.920,31.010,20.020,53.700,7.800,1648364768.0,1/2,7,1100.706,4748.059,969.0000
01140,909.910,30.970,20.030,53.700,7.900,1648364773.0,1/2,7,1100.706,4748.059,969.0000
01145,909.880,30.930,20.040,53.700,7.900,1648364778.0,1/2,7,1100.705,4748.058,969.0000
01150,909.880,30.940,20.060,53.400,8.000,1648364783.0,1/2,7,1100.703,4748.057,968.9000
01155,909.880,30.910,20.070,52.900,8.000,1648364788.0,1/2,7,1100.702,4748.055,969.0000
01160,909.900,30.930,20.090,52.400,8.100,1648364793.0,1/2,7,1100.702,4748.055,969.0000
01165,909.880,30.930,20.110,52.600,8.200,1648364798.0,1/2,7,1100.702,4748.054,969.0000
01170,909.890,30.860,20.130,52.300,8.200,1648364803.0,1/2,7,1100.702,4748.054,969.0000
01175,909.930,30.790,20.150,3302.800,-4.100,1648364808.0,1/2,7,1100.702,4748.054,969.0000
01180,909.900,30.740,20.180,52.200,8.300,1648364813.0,1/2,7,1100.702,4748.053,969.0000
01185,909.940,30.730,20.180,52.000,8.300,1648364818.0,1/2,7,1100.702,4748.054,969.0000
01190,909.900,30.820,20.200,51.300,8.300,1648364823.0,1/2,7,1100.703,4748.054,969.0000
01195,909.870,30.840,20.220,50.800,8.400,1648364828.0,1/2,7,1100.706,4748.055,968.9000
01200,909.900,30.820,20.250,50.700,8.600,1648364833.0,1/2,7,1100.705,4748.057,968.8000
01205,909.920,30.800,20.270,50.200,8.800,1648364838.0,1/2,7,1100.705,4748.057,968.7000
01210,909.940,30.970,20.290,49.600,8.900,1648364843.0,1/2,7,1100.706,4748.058,968.7000
01215,909.880,31.020,20.310,49.100,9.000,1648364848.0,1/2,7,1100.706,4748.059,968.8000
01220,909.870,30.880,20.330,48.800,9.000,1648364853.0,1/2,6,1100.706,4748.059,968.8000
01225,909.900,30.730,20.350,48.500,9.000,1648364858.0,1/2,6,1100.705,4748.060,968.8000
01230,909.870,30.680,20.370,48.700,9.200,1648364863.0,1/2,6,1100.705,4748.060,968.8000
01235,909.870,30.630,20.390,48.700,9.400,1648364868.0,1/2,6,1100.705,4748.060,968.8000
01240,909.920,30.600,20.410,48.700,9.600,1648364873.0,1/2,6,1100.705,4748.060,968.8000
01245,909.890,30.760,20.440,48.700,9.800,1648364878.0,1/2,6,1100.705,4748.059,968.8000
01250,909.900,30.750,20.460,--.---,--.---,1648364883.0,1/2,6,1100.705,4748.059,968.8000
01255,909.900,30.630,20.480,48.000,10.200,1648364888.0,1/2,6,1100.704,4748.059,968.8000
01260,909.880,30.570,20.500,47.200,10.300,1648364893.0,1/2,6,1100.704,4748.058,968.8000
01265,909.910,30.540,20.520,46.600,10.400,1648364898.0,1/2,6,1100.704,4748.058,968.8000
01270,909.890,30.570,20.530,46.200,10.600,1648364903.0,1/2,6,1100.704,4748.058,968.8000
01275,909.910,30.560,20.560,45.700,10.800,1648364908.0,1/2,6,1100.703,4748.058,968.8000
01280,909.910,30.500,20.580,45.000,10.900,1648364913.0,1/2,6,1100.703,4748.058,968.8000
01285,909.930,30.480,20.620,44.100,10.900,1648364918.0,1/2,6,1100.703,4748.057,968.8000
01290,909.940,30.440,20.640,44.000,11.100,1648364923.0,1/2,6,1100.702,4748.058,968.8000
01295,909.950,30.400,20.670,44.200,11.400,1648364928.0,1/2,6,1100.702,4748.058,968.8000
01300,909.870,30.320,20.680,44.000,11.500,1648364933.0,1/2,6,1100.702,4748.059,968.8000
01305,909.920,30.270,20.700,43.400,11.600,1648364938.0,1/2,6,1100.702,4748.059,968.8000
01310,909.910,30.310,20.730,42.900,11.900,1648364943.0,1/2,6,1100.701,4748.059,968.8000
01315,909.930,30.440,20.740,42.400,12.000,1648364948.0,1/2,6,1100.701,4748.060,968.8000
01320,909.910,30.290,20.760,41.500,12.300,1648364953.0,1/2,6,1100.701,4748.060,968.8000
01325,909.970,30.300,20.800,40.800,12.400,1648364958.0,1/2,6,1100.702,4748.059,968.8000
01330,909.950,30.340,20.820,40.600,12.400,1648364963.0,1/2,6,1100.702,4748.059,968.8000
01335,909.940,30.270,20.830,40.700,12.600,1648364968.0,1/2,6,1100.701,4748.059,968.8000
01340,909.950,30.210,20.860,40.300,12.700,1648364974.0,1/2,7,1100.701,4748.059,968.8000
01345,909.940,30.170,20.870,40.000,12.800,1648364979.0,1/2,7,1100.699,4748.058,968.7000
01350,909.900,30.120,20.890,39.800,13.000,1648364984.0,1/2,7,1100.699,4748.058,968.7000
01355,909.900,30.060,20.930,39.800,13.200,1648364989.0,1/2,7,1100.699,4748.058,968.7000
01360,909.860,30.010,20.940,38.800,13.400,1648364994.0,1/2,7,1100.699,4748.057,968.7000
01365,909.900,29.960,20.980,38.200,13.500,1648364998.0,1/2,7,1100.699,4748.057,968.7000
01370,909.780,29.910,20.930,38.200,13.500,1648365003.0,1/2,7,1100.699,4748.057,968.7000
